cluster index	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)	G1	G2	G3	G4	G5	G6	AllFiles	AllGroups	DefaultGroups	RTMean	RTStdErr	ProteoSAFeClusterLink	UniqueFileSourcesCount	EvenOdd	LibraryID	NumberOrganismIDs	AllOrganisms	componentindex
107	1	519.331	1	519.331	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:107###	 	G1,	501.8	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=107	1	0	N/A	0	N/A	-1
104	1	471.348	1	471.348	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:104###	 	G1,	629.56	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=104	1	0	N/A	0	N/A	-1
105	1	333.061	1	333.061	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:105###	 	G1,	191.92	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=105	1	1	N/A	0	N/A	55
2046	1	534.26	1	534.26	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:2046###	 	G1,	589.37	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=2046	1	0	N/A	0	N/A	-1
2047	1	465.139	1	465.139	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:2047###	 	G1,	191.77	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=2047	1	1	N/A	0	N/A	-1
2044	1	793.515	1	793.515	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:2044###	 	G1,	1087.02	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=2044	1	0	N/A	0	N/A	75
2045	1	653.374	1	653.374	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:2045###	 	G1,	800.03	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=2045	1	0	N/A	0	N/A	-1
2042	1	581.225	1	581.225	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:2042###	 	G1,	134.99	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=2042	1	1	N/A	0	N/A	-1
2043	1	499.306	1	499.306	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:2043###	 	G1,	549.29	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=2043	1	0	N/A	0	N/A	34
2040	1	467.063	1	467.063	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:2040###	 	G1,	374.35	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=2040	1	1	N/A	0	N/A	-1
2041	1	1007.45	1	1007.45	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:2041###	 	G1,	332.12	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=2041	1	1	N/A	0	N/A	59
2048	1	551.268	1	551.268	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:2048###	 	G1,	227.71	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=2048	1	1	N/A	0	N/A	-1
2049	1	311.168	1	311.168	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:2049###	 	G1,	1084.75	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=2049	1	0	Spectral Match to Benzenesulfonic acid, 4-undecyl- from NIST14	1	GNPS-NIST14-MATCHES;	62
1372	1	507.224	1	507.224	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:1372###	 	G1,	224.02	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=1372	1	1	N/A	0	N/A	-1
2038	1	449.107	1	449.107	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:2038###	 	G1,	185.86	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=2038	1	1	N/A	0	N/A	132
1001	1	843.473	1	843.473	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:1001###	 	G1,	359.37	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=1001	1	0	N/A	0	N/A	10
1210	1	1037.5	1	1037.5	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:1210###	 	G1,	572.3	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=1210	1	1	N/A	0	N/A	59
1375	1	163.04	1	163.04	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:1375###	 	G1,	201.53	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=1375	1	1	N/A	0	N/A	-1
1655	1	647.122	1	647.122	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:1655###	 	G1,	203.46	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=1655	1	1	N/A	0	N/A	-1
1374	1	1105.63	1	1105.63	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:1374###	 	G1,	564.42	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=1374	1	0	N/A	0	N/A	-1
99	1	985.502	1	985.502	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:99###	 	G1,	442.85	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=99	1	0	N/A	0	N/A	10
98	1	1047.57	1	1047.57	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:98###	 	G1,	533.74	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=98	1	0	N/A	0	N/A	10
91	1	1019.45	1	1019.45	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:91###	 	G1,	469.58	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=91	1	1	N/A	0	N/A	60
90	1	365.16	1	365.16	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:90###	 	G1,	224.52	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=90	1	1	N/A	0	N/A	-1
93	1	877.479	1	877.479	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:93###	 	G1,	282.02	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=93	1	0	N/A	0	N/A	73
92	1	531.331	1	531.331	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:92###	 	G1,	509.47	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=92	1	0	N/A	0	N/A	-1
95	1	485.327	1	485.327	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:95###	 	G1,	483.42	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=95	1	0	N/A	0	N/A	-1
94	1	269.043	1	269.043	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:94###	 	G1,	636.95	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=94	1	1	N/A	0	N/A	74
97	1	567.294	1	567.294	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:97###	 	G1,	322.22	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=97	1	0	N/A	0	N/A	41
96	1	1129.49	1	1129.49	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:96###	 	G1,	573.27	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=96	1	1	N/A	0	N/A	60
1623	1	497.364	1	497.364	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:1623###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=1623	1	0	N/A	0	N/A	-1
1622	1	691.347	1	691.347	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:1622###	 	G1,	662.26	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=1622	1	0	N/A	0	N/A	4
1621	1	285.04	1	285.04	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:1621###	 	G1,	125.03	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=1621	1	1	N/A	0	N/A	112
1620	1	555.284	1	555.284	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:1620###	 	G1,	1086.9	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=1620	1	0	N/A	0	N/A	75
1627	1	643.166	1	643.166	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:1627###	 	G1,	266.47	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=1627	1	1	N/A	0	N/A	-1
1626	1	1043.54	1	1043.54	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:1626###	 	G1,	514.86	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=1626	1	0	N/A	0	N/A	-1
1625	1	619.364	1	619.364	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:1625###	 	G1,	777.77	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=1625	1	0	N/A	0	N/A	-1
1624	1	483.31	1	483.31	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:1624###	 	G1,	589.39	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=1624	1	0	N/A	0	N/A	-1
1999	1	469.296	1	469.296	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:1999###	 	G1,	533.49	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=1999	1	0	N/A	0	N/A	-1
1998	1	487.342	1	487.342	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:1998###	 	G1,	453.28	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=1998	1	0	N/A	0	N/A	-1
