	20160321-JWFH8-1.P1-A-11.01.33782	20160321-JWFH9-1.P1-A-12.01.33785	20160321-JWFH10-1.P1-B-1.01.33790	20160321-JWGZ3-1.P1-B-10.01.33825	20160321-JWGZ4-1.P1-B-11.01.33830	20160321-JWGZ5-1.P1-B-12.01.33833	20160321-JWFH11-1.P1-B-2.01.33793	20160321-JWFH12-1.P1-B-3.01.33798	20160321-JWFH13-1.P1-B-4.01.33801	20160321-JWFH14-1.P1-B-5.01.33806	20160321-JWFH15-1.P1-B-6.01.33809	20160321-JWFH16-1.P1-B-7.01.33814	20160321-JWGZ1-1.P1-B-8.01.33817	20160321-JWGZ2-1.P1-B-9.01.33822	20160321-JWGZ6-1.P1-C-1.01.33838	20160321-JWGZ7-1.P1-C-2.01.33841	20160321-JWGZ8-1.P1-C-3.01.33848	20160321-JWGZ9-1.P1-C-4.01.33851	20160321-JWGZ10-1.P1-C-5.01.33856	20160321-JWGZ11-1.P1-C-6.01.33859	20160321-JWGZ12-1.P1-C-7.01.33864	20160321-JWGZ13-1.P1-C-8.01.33867	20160321-JWPre1-1.P1-F-1.01.33741	20160321-JWFH7-1.P1-F-10.01.33776	20160321-JWPre2-1.P1-F-2.01.33744	20160321-JWPre3-1.P1-F-3.01.33749	20160321-JWFH1-1.P1-F-4.01.33752	20160321-JWFH2-1.P1-F-5.01.33757	20160321-JWFH3-1.P1-F-6.01.33760	20160321-JWFH4-1.P1-F-7.01.33765	20160321-JWFH5-1.P1-F-8.01.33768	20160321-JWFH6-1.P1-F-9.01.33773	20160321-JWPre1-2.P2-A-1.01.33742	20160321-JWFH7-2.P2-A-10.01.33777	20160321-JWFH8-2.P2-A-11.01.33783	20160321-JWFH9-2.P2-A-12.01.33786	20160321-JWPre2-2.P2-A-2.01.33745	20160321-JWPre3-2.P2-A-3.01.33750	20160321-JWFH1-2.P2-A-4.01.33753	20160321-JWFH2-2.P2-A-5.01.33758	20160321-JWFH3-2.P2-A-6.01.33761	20160321-JWFH4-2.P2-A-7.01.33766	20160321-JWFH5-2.P2-A-8.01.33769	20160321-JWFH6-2.P2-A-9.01.33774	20160321-JWFH10-2.P2-B-1.01.33791	20160321-JWGZ3-2.P2-B-10.01.33826	20160321-JWGZ4-2.P2-B-11.01.33831	20160321-JWGZ5-2.P2-B-12.01.33834	20160321-JWFH11-2.P2-B-2.01.33794	20160321-JWFH12-2.P2-B-3.01.33799	20160321-JWFH13-2.P2-B-4.01.33802	20160321-JWFH14-2.P2-B-5.01.33807	20160321-JWFH15-2.P2-B-6.01.33810	20160321-JWFH16-2.P2-B-7.01.33815	20160321-JWGZ1-2.P2-B-8.01.33818	20160321-JWGZ2-2.P2-B-9.01.33823	20160321-JWGZ6-2.P2-C-1.01.33839	20160321-JWGZ7-2.P2-C-2.01.33842	20160321-JWGZ8-2.P2-C-3.01.33849	20160321-JWGZ9-2.P2-C-4.01.33852	20160321-JWGZ10-2.P2-C-5.01.33857	20160321-JWGZ11-2.P2-C-6.01.33860	20160321-JWGZ12-2.P2-C-7.01.33865	20160321-JWGZ13-2.P2-C-8.01.33868	20160321-JWPre1-3.P2-D-1.01.33743	20160321-JWFH7-3.P2-D-10.01.33778	20160321-JWFH8-3.P2-D-11.01.33784	20160321-JWFH9-3.P2-D-12.01.33787	20160321-JWPre2-3.P2-D-2.01.33746	20160321-JWPre3-3.P2-D-3.01.33751	20160321-JWFH1-3.P2-D-4.01.33754	20160321-JWFH2-3.P2-D-5.01.33759	20160321-JWFH3-3.P2-D-6.01.33762	20160321-JWFH4-3.P2-D-7.01.33767	20160321-JWFH5-3.P2-D-8.01.33770	20160321-JWFH6-3.P2-D-9.01.33775	20160321-JWFH10-3.P2-E-1.01.33792	20160321-JWGZ3-3.P2-E-10.01.33827	20160321-JWGZ4-3.P2-E-11.01.33832	20160321-JWGZ5-3.P2-E-12.01.33835	20160321-JWFH11-3.P2-E-2.01.33795	20160321-JWFH16-3.P2-E-2.01.33816	20160321-JWFH12-3.P2-E-3.01.33800	20160321-JWFH13-3.P2-E-4.01.33803	20160321-JWFH14-3.P2-E-5.01.33808	20160321-JWFH15-3.P2-E-6.01.33811	20160321-JWGZ1-3.P2-E-8.01.33819	20160321-JWGZ2-3.P2-E-9.01.33824	20160321-JWGZ6-3.P2-F-1.01.33840	20160321-JWGZ7-3.P2-F-2.01.33843	20160321-JWGZ8-3.P2-F-3.01.33850	20160321-JWGZ9-3.P2-F-4.01.33853	20160321-JWGZ10-3.P2-F-5.01.33858	20160321-JWGZ11-3.P2-F-6.01.33861	20160321-JWGZ12-3.P2-F-7.01.33866	20160321-JWGZ13-3.P2-F-8.01.33869
20160321-JWFH15-1.P1-B-6.01.33809	0.30407856204032	0.227465127742434	0.235776875029746	0.179504723791783	0.251015970536233	0.338112707205382	0.217086714092772	0.178885834760013	0.170444801773679	0.182728726636024	0	0.161496706147363	0.201705212477999	0.280468212337979	0.2614834001725	0.248896655441618	0.297873970704078	0.298061650863541	0.290222725249034	0.271589669840226	0.329749619474861	0.33612326934293	0.504193697765702	0.855334956890364	0.355659424647672	0.317064094015801	0.299293607599353	0.270602082851842	0.243431377298469	0.218052754695587	0.243233317460429	0.25703845470561	0.436337484574456	0.247975512486662	0.203131400615507	0.302532582537452	0.340225107227593	0.393727503353206	0.278961701046317	0.282867083500234	0.233244403627051	0.231953603129147	0.283480379310718	0.261816120212451	0.213934972894039	0.219446228508567	0.269125556492443	0.317934396104833	0.215650656210611	0.170461373697396	0.247993997612319	0.179914699338337	0.210811019223875	0.179520963916887	0.237979901282606	0.197527296573048	0.298134011744463	0.267595591720989	0.237694693760662	0.253379045517603	0.261328755856439	0.339601923264312	0.200004117296109	0.278815509726032	0.430133745135472	0.273596920386507	0.272104537523927	0.261880478115929	0.324040365331544	0.452033789689993	0.300215421861302	0.238657540171336	0.261110248860597	0.250505905471114	0.260142094808652	0.263832636536937	0.245924214173799	0.343588776413037	0.258842501825069	0.280417374618526	0.193710837377271	0.181516749760671	0.205172359981647	0.22124181430796	0.163602272884729	0.179722376720441	0.244757602940521	0.198841230669727	0.24537371128384	0.247987156130531	0.221379451221416	0.228626532334132	0.281226223344106	0.210494696544641	0.247519893347432	0.262960044050683
20160321-JWFH16-1.P1-B-7.01.33814	0.285548534110986	0.226062015570709	0.255982471803046	0.16240804958952	0.254033116092707	0.339037751692676	0.224818252083743	0.152810283100155	0.133030429675448	0.150031859367484	0.161496706147363	0	0.196545747257582	0.255043282925458	0.27454397495739	0.293379412784589	0.287066335583134	0.315662063871308	0.261724654426401	0.27733413815426	0.342100134069862	0.340529476327134	0.514992150379596	0.867338247638522	0.348315337829877	0.306182855664773	0.302665680663844	0.286644340802902	0.263937833247446	0.235156142146583	0.234006131142303	0.244231956717856	0.444325847253834	0.257594287354349	0.204010871350846	0.299604291301426	0.358557061608326	0.42198439529127	0.291880398700522	0.30213405606732	0.238471037274445	0.237211832693518	0.314046325618449	0.247014630609911	0.246390358032109	0.230768849099442	0.293249915725472	0.343603647005129	0.20326800447347	0.183577218693719	0.257118796938059	0.182555656920368	0.183476699018461	0.145015449686875	0.244338351171773	0.186393316219986	0.31841631576301	0.274709261738911	0.255950540670915	0.247981849615252	0.259122975102866	0.324265317408942	0.19767237021089	0.288493624013607	0.428054043697856	0.297749783367037	0.298910170970533	0.297499814671134	0.339767280415309	0.46773936889016	0.316751876843159	0.261536051291468	0.275955167819908	0.252016208349439	0.291589947538119	0.274257092169905	0.263137882392748	0.375371646779725	0.282140221793761	0.287123491097914	0.189338561957491	0.194690593896948	0.178170316461386	0.225435716214301	0.166670680586831	0.179167986972657	0.26496294024643	0.216152553040551	0.267777549697861	0.27463878934137	0.215904146476987	0.190151055426659	0.263873691493293	0.179343071300323	0.239217102352394	0.265845084627983
20160321-JWGZ1-1.P1-B-8.01.33817	0.331569864744534	0.253818090211916	0.284238760619114	0.220012587822704	0.227410529434043	0.408553817547128	0.241354884534543	0.218217921732869	0.196428200106595	0.173460864363229	0.201705212477999	0.196545747257582	0	0.304738073171627	0.31224311444774	0.278683800470833	0.270834385707435	0.293180134489927	0.321035837359868	0.33536219075879	0.360341065140049	0.324309961321638	0.47875373796987	0.850342383873728	0.335832919445887	0.323061920600432	0.29037347235493	0.240619633415196	0.284679831561814	0.261481616067966	0.202244146902191	0.314770405936791	0.425649374935714	0.272245220622698	0.258203962009913	0.336356601566829	0.316266010796294	0.38888608822136	0.278600322104225	0.278159522469061	0.286541774154178	0.295791480900244	0.275185919784021	0.302664372808879	0.234829341203251	0.223335260100655	0.225926108168647	0.272906591472911	0.247591578650492	0.213749980285885	0.250229898056902	0.242275778027226	0.253345585859093	0.206920461598538	0.1963659041779	0.212506777803608	0.287007542394762	0.249176031760879	0.20958382995595	0.292851474983278	0.292161287516494	0.398170416998478	0.2246776184182	0.302153623499885	0.394935165286065	0.250679329343793	0.277406773599235	0.257512493583735	0.303591070293182	0.440193900383631	0.270564108119852	0.260342549566296	0.23895490794079	0.301822309335705	0.314247156798623	0.266901677601323	0.212344206468526	0.320023689868692	0.290959271028068	0.261798680840311	0.247231964580517	0.214742337388809	0.206760074710751	0.275611824673103	0.184692243138492	0.210239962181941	0.218914369604173	0.225290199086232	0.241233619396845	0.276912094399921	0.209163371335981	0.24042063366267	0.325448223104194	0.2280782213241	0.305800944304207	0.310245333313468
20160321-JWGZ2-1.P1-B-9.01.33822	0.401846536699689	0.311607348853748	0.351477614663791	0.259675085595802	0.24655015121175	0.250005894558211	0.334790964428848	0.259026649345955	0.288095243126627	0.298921635791151	0.280468212337979	0.255043282925458	0.304738073171627	0	0.236392029656198	0.273416660877311	0.250551564783898	0.261072818072751	0.294535244190186	0.294120342236761	0.305163138890486	0.356074076302568	0.552179491991198	0.89595263346712	0.443851098856085	0.409715241381409	0.401036149927638	0.38403082140698	0.357230514552806	0.328075500900673	0.380100700061081	0.386614615702109	0.487695607627683	0.347618213225894	0.315579133271199	0.386753771701965	0.41912858463418	0.477407499762735	0.368404602952096	0.363334346316641	0.350937471817174	0.338298262347743	0.396669054882619	0.362745701243271	0.321939891738501	0.314548404841105	0.356879858224775	0.291161833631365	0.273108781015075	0.272650527152609	0.332978525484497	0.277061179847287	0.269359334645919	0.272163257754819	0.326175451994813	0.257206764994381	0.283334341794155	0.26595935366895	0.33840573928001	0.260641689160377	0.297636719791857	0.356503927894985	0.274255043715307	0.291592521648554	0.497524483320788	0.384515788201084	0.302136347455589	0.358767748037474	0.412102173765461	0.476644315734325	0.405213725456621	0.333155018161039	0.372486784628965	0.369355440929344	0.305314462543966	0.37975542607683	0.382804428495001	0.366231788235264	0.374407028359444	0.29932468636763	0.285369268965595	0.272671460925577	0.275127670091299	0.25318335579278	0.28632698964526	0.287830517096007	0.315519506770537	0.302235689616826	0.348538803428804	0.319620300978232	0.299180667111213	0.297419150791634	0.286732490291816	0.274313303328348	0.280778417879031	0.28070170336886
20160321-JWGZ6-1.P1-C-1.01.33838	0.346299162205243	0.308794853702271	0.32239723315329	0.213325145829623	0.28342844163266	0.26674252150079	0.310908433301282	0.244346840698989	0.279346865669869	0.296831262463226	0.2614834001725	0.27454397495739	0.31224311444774	0.236392029656198	0	0.236062013378241	0.220359252476399	0.256866120225685	0.244788296087316	0.264979614830802	0.259696709344928	0.310093281761254	0.518608197025986	0.88682724914656	0.410311473307993	0.386980458802691	0.374367343734757	0.328314444146031	0.313558342020838	0.299068967504965	0.351436687311833	0.345918486094827	0.44866813659231	0.303532288808618	0.277440916608261	0.349537590033451	0.370720261649052	0.46281011665282	0.335001598093204	0.326517527205013	0.294860441304479	0.289864309686332	0.357464315474227	0.311630822369036	0.293378038861456	0.295401370373482	0.337901144729401	0.256430016949152	0.30891152124895	0.258660476694016	0.290712245114677	0.267767235749744	0.280495277915862	0.264324209141173	0.32404252867552	0.271816023466931	0.284170217861179	0.241390617717216	0.331243220317878	0.24432682762723	0.246712288094162	0.311553155743674	0.225023328089011	0.25231229155658	0.450284215454407	0.351056603335455	0.323413905526632	0.346101758170382	0.367886018726725	0.516402045003909	0.348909718738909	0.307002058049724	0.333339204613099	0.30322993844233	0.328675122011802	0.332876878651058	0.351411951754955	0.382382683694288	0.359403093196972	0.293885822397593	0.256501164078478	0.251763613974892	0.263068938514334	0.279734539888583	0.271816114560702	0.27998122119989	0.334442061356265	0.281955063656372	0.345450074909707	0.303713781404104	0.271310089646724	0.271865290714983	0.273535962730112	0.243198137175797	0.259683853891144	0.234284431552175
20160321-JWGZ7-1.P1-C-2.01.33841	0.383603244245344	0.290676529707853	0.3279013314907	0.237989373526771	0.274010685273879	0.303955232374887	0.278455891186642	0.277464628249181	0.290924259530056	0.267202849218889	0.248896655441618	0.293379412784589	0.278683800470833	0.273416660877311	0.236062013378241	0	0.261920383408874	0.238084813169409	0.280247614634155	0.20384007970984	0.286989368968807	0.192666797926594	0.501293592103365	0.870766366398689	0.393857965094504	0.38286673310164	0.346366783713264	0.331658008026846	0.313563126540429	0.295440040777284	0.321987837547494	0.379390701843362	0.438865576274847	0.320766360038512	0.291936012695473	0.376932776391294	0.371781052517827	0.428809003594242	0.302629562035445	0.306028640384152	0.318041166366492	0.305986922655823	0.323890216722191	0.335332669411421	0.25583638897775	0.277973089114687	0.309551167292073	0.276674570323219	0.316709759273629	0.243191534605105	0.29610594121349	0.263370217583635	0.288881590642678	0.27400571903063	0.28272314532519	0.243778914178062	0.256655475188629	0.226801336215656	0.276819260905632	0.190325330937456	0.196967512969601	0.262175197024033	0.24271310530602	0.175670515366024	0.451079065317374	0.315592933032367	0.307903986248822	0.310735922561206	0.353787252308837	0.476561113315821	0.333899644172082	0.276964621272442	0.300697555000087	0.337026841471584	0.335553794839155	0.304226810916009	0.324648804537411	0.324147374326112	0.321798694379082	0.196010388813965	0.259502483151544	0.254206061529531	0.273153538870511	0.296057773216722	0.284501576056185	0.286782066746172	0.281384592284085	0.255799233081594	0.301439868003148	0.291073512050439	0.254531402629023	0.275754714361406	0.21210888577131	0.261126096993924	0.21757332110877	0.173768224838544
20160321-JWGZ8-1.P1-C-3.01.33848	0.381958719830285	0.285602102307657	0.33798719574699	0.275681916122799	0.295951440668693	0.332097541239254	0.290214955165526	0.259111667818468	0.283821008634051	0.270354810648816	0.297873970704078	0.287066335583134	0.270834385707435	0.250551564783898	0.220359252476399	0.261920383408874	0	0.155791791902547	0.269889349461037	0.239685883201329	0.29849161166882	0.2974758127406	0.498824646423319	0.888918779677615	0.37683919965879	0.373801534337085	0.338859117846861	0.325710319383432	0.32541695022259	0.310571971655234	0.314034591052899	0.380174747644394	0.417749834043933	0.299710959516704	0.296538559753939	0.381631225530363	0.365507951328854	0.452182176130346	0.303916338560879	0.309653341026877	0.327691654754666	0.322334773303281	0.344206350987887	0.335985554130829	0.266824954726285	0.291184925964421	0.324652714533231	0.261024011853664	0.315264120087204	0.25769788618147	0.299003027123616	0.290498083178553	0.288790272384466	0.278253677736045	0.277074980417652	0.285667541589518	0.266089538978892	0.239424209447737	0.30513874324428	0.284938138547577	0.280223812068874	0.369422967519529	0.27590384012734	0.27116803500355	0.435871566213872	0.328167179645271	0.318811507547101	0.314641569939218	0.347962267365068	0.498345977639817	0.341733823619205	0.292206882372131	0.30881550345184	0.338203858869127	0.345920693324862	0.312201171396158	0.327707789968909	0.369622152759552	0.36192973200695	0.284120044072942	0.268369096486612	0.25577157215227	0.26500391807068	0.295537719356571	0.276457682069071	0.285083913691858	0.305133224812378	0.309578912313288	0.32615980249745	0.325231025990757	0.253512554633171	0.310379834999783	0.287690792748322	0.26307503414909	0.268626223929159	0.296337538556629
20160321-JWGZ9-1.P1-C-4.01.33851	0.421278348484316	0.318162060514875	0.361828513639161	0.291891289271379	0.303679794277509	0.315113487636724	0.32591888516823	0.314038878156467	0.327170051548945	0.310098819815512	0.298061650863541	0.315662063871308	0.293180134489927	0.261072818072751	0.256866120225685	0.238084813169409	0.155791791902547	0	0.3102923389723	0.209723273931612	0.292005607433078	0.305098663881361	0.518468691153711	0.88770482409315	0.412357732799117	0.393926197343398	0.370119382763396	0.36006708086006	0.363843387370771	0.342800271688518	0.343946960980661	0.42157178269241	0.454659396444635	0.350181699689157	0.328865160021013	0.405171336834262	0.395785840535183	0.447982038743729	0.337243584294063	0.332656863090828	0.361577296205938	0.355455688838302	0.360753126478924	0.377142579790254	0.291116603386551	0.309690569138992	0.338062447694019	0.274331404332082	0.367263305074296	0.286530436199226	0.331717718070955	0.308822444888359	0.321478855754806	0.299021122574535	0.300990911321012	0.275411230379193	0.243407154640985	0.252341023565944	0.305589511699997	0.263607270467109	0.297198263670272	0.358628048476734	0.292270265803309	0.275093633004752	0.464979078488618	0.34843982354945	0.345162796816078	0.338964835013096	0.374549116791278	0.501143149578958	0.363777578923008	0.326971290545408	0.341622669648625	0.385828445133159	0.372935732784643	0.355615439336511	0.341537146174641	0.345544367532273	0.370189310212666	0.277231138081794	0.300032360157873	0.285071367584939	0.300615039212676	0.327849478965707	0.316306650282377	0.318359836440776	0.298259322711057	0.296682841157942	0.336415542341679	0.335060091120156	0.287643421221189	0.31521939232555	0.291778519592306	0.291951487920213	0.2615188056817	0.283528133136157
20160321-JWGZ10-1.P1-C-5.01.33856	0.346469535208142	0.324266890097297	0.334170905882965	0.284485263922314	0.354088645418629	0.289555902027313	0.336213065213968	0.278593973378038	0.238203784641679	0.305201593244347	0.290222725249034	0.261724654426401	0.321035837359868	0.294535244190186	0.244788296087316	0.280247614634155	0.269889349461037	0.3102923389723	0	0.290512332913801	0.243448722416917	0.266956430441963	0.548501481836552	0.894145505919047	0.431845755799087	0.412929626989253	0.402882070190994	0.394025628942981	0.36498664249902	0.337286771207783	0.342760617122761	0.340269361479748	0.476588251715124	0.32523573150195	0.300939517465988	0.361432990654883	0.428047112088566	0.500623174441105	0.367534437204148	0.373948186858288	0.303040826107007	0.318750011603723	0.377976458364725	0.31203122288987	0.316125406360727	0.329329210381226	0.381281276396852	0.317340898254232	0.29404975487492	0.295257056720853	0.337215077013443	0.296776740958828	0.270953156277341	0.272035033773461	0.352692020376536	0.329520945344101	0.314809683755713	0.308208642369147	0.337532009673563	0.280684307840407	0.270363817093915	0.315022099549484	0.288090832960118	0.303663907239948	0.488929084317528	0.388837050373255	0.37154168869365	0.376151596266247	0.420933968535855	0.551677072886625	0.398508302518073	0.346600631705567	0.35453780624617	0.314692902804697	0.373162073988447	0.360444389259281	0.352903593882604	0.413147850420607	0.381501755578465	0.327809163076895	0.271577559461398	0.288169481604495	0.286569116781104	0.295478380541886	0.280204290731908	0.287924532811309	0.365901517138422	0.348974763532918	0.372792105994799	0.341896626164713	0.300269789683364	0.261104585517712	0.255638180229454	0.253517464198079	0.265852487359993	0.289198975284816
20160321-JWGZ11-1.P1-C-6.01.33859	0.366377784013494	0.316489084136128	0.343469181833672	0.262765466046309	0.3305466946259	0.312019400440057	0.324626482365204	0.271985046085518	0.276545136128986	0.313853181208607	0.271589669840226	0.27733413815426	0.33536219075879	0.294120342236761	0.264979614830802	0.20384007970984	0.239685883201329	0.209723273931612	0.290512332913801	0	0.332711511802693	0.267207774902511	0.528787521454019	0.891465006478649	0.429758993798421	0.416817823362752	0.387403516116674	0.379759360412416	0.349392819508514	0.333743831163076	0.373363158709	0.375883745864388	0.470841032847412	0.328979759910367	0.282721368623067	0.369019135297337	0.424458995267098	0.464870771313727	0.353606573396796	0.354389376666211	0.29445183758845	0.296343657460595	0.369075312259676	0.317648446013692	0.300593050828322	0.310538465095499	0.365402725594777	0.333667293090576	0.319208629465013	0.26223563787178	0.319660694872633	0.268454199532541	0.271715017164654	0.263816485537997	0.32354452174264	0.304077376070938	0.317358890701302	0.273382297418135	0.336415633633769	0.194449163054454	0.233785436107318	0.240216532723869	0.27835975372735	0.22570429227435	0.484161204807221	0.360664381522462	0.355756940252612	0.360065488221	0.398959074046441	0.516222995761655	0.381609451364024	0.320008898379709	0.35583010746423	0.31410849345112	0.352988695646675	0.355114087027547	0.360790389538457	0.375293862204165	0.369134126448983	0.241983754372438	0.249315097871737	0.268037848716907	0.280605767242775	0.271512283902218	0.288117153317512	0.283947072845656	0.329121088401236	0.293286094236727	0.352223618846515	0.323409419121261	0.288242482251502	0.2823615360224	0.165421877293237	0.242793346681336	0.163912412056626	0.20500638476923
20160321-JWGZ12-1.P1-C-7.01.33864	0.419211128985226	0.347594315398308	0.391513889062519	0.286803907352893	0.33338797738123	0.336303720737597	0.372107406249256	0.334546945324593	0.341022718603557	0.351525128415697	0.329749619474861	0.342100134069862	0.360341065140049	0.305163138890486	0.259696709344928	0.286989368968807	0.29849161166882	0.292005607433078	0.243448722416917	0.332711511802693	0	0.283986416645509	0.555356806630483	0.891327803624513	0.465437411408759	0.445161479159869	0.413642302530974	0.388200413742789	0.360085172219943	0.349003245731414	0.399295121259987	0.420688700906057	0.508216600671964	0.358293321387048	0.34731511810462	0.427269319424478	0.438108363674002	0.487978475519093	0.386868210195692	0.366190027582232	0.378832369367511	0.364451219514467	0.402594353826938	0.403284997788677	0.339637786208079	0.323091004811207	0.346492450940595	0.304028696515097	0.385984177814841	0.32473397115152	0.337306866210169	0.328888877474962	0.348814058057176	0.331777054338841	0.336985328657438	0.305250997427669	0.271133220709889	0.292232365033452	0.333865699664278	0.311634711550118	0.305732146165382	0.383348693427621	0.278087966781749	0.308986086778415	0.501084984576374	0.396752685281665	0.354044010408464	0.376238624772481	0.431852306083274	0.524310674770904	0.39833663365726	0.344057120191588	0.383180577785688	0.393802074628007	0.374510924443333	0.389354369910607	0.375010797179231	0.379202402358331	0.369898199381052	0.344794804762792	0.31961333895127	0.327509370527439	0.327263621105343	0.346310813633851	0.337602789287992	0.332454478997726	0.328571402734221	0.295216201150129	0.360378838264955	0.302969623676594	0.303987484687858	0.344342181875947	0.327278987861412	0.300557498579958	0.298652368190037	0.28230927618909
20160321-JWGZ13-1.P1-C-8.01.33867	0.363172116097148	0.297196841528409	0.346224526049008	0.301211650592419	0.344134121498793	0.360850342242615	0.304125618072117	0.318123220365504	0.304827187828306	0.314409794003434	0.33612326934293	0.340529476327134	0.324309961321638	0.356074076302568	0.310093281761254	0.192666797926594	0.2974758127406	0.305098663881361	0.266956430441963	0.267207774902511	0.283986416645509	0	0.477615280516946	0.876140451549406	0.367719781784633	0.415957234995122	0.337850372066331	0.311791622567084	0.300875516436171	0.282576296027314	0.301759847123654	0.35733361568753	0.418205465058825	0.281298941592309	0.272809905679134	0.379271885390114	0.361736433283335	0.423569701930433	0.282724601426312	0.292793275571189	0.293987830643171	0.294813932642969	0.307963409676925	0.318685462146539	0.250449254397867	0.297615738068052	0.329301213773624	0.314708573834452	0.336632959230079	0.289564822255207	0.291411420943477	0.306980418734533	0.3443509993421	0.320815168801409	0.291357185444341	0.318181943858529	0.282432136542006	0.269046288608408	0.30956488159766	0.261082640814704	0.225641050464584	0.292262437984611	0.285603990439906	0.212700391996758	0.42810426243709	0.310462775024168	0.278691507127741	0.305302258112341	0.33058004967221	0.471241739895542	0.311022436523837	0.267704840020952	0.254368884168141	0.308515020536483	0.314240798399616	0.274030277414362	0.326404561825645	0.357505331859186	0.353152639550377	0.251227931029916	0.272887534078626	0.278920452250136	0.285542462954212	0.310329110580802	0.3221655599276	0.311095975187801	0.309782091370843	0.298014803120365	0.345099559697677	0.320099527263724	0.264566021002494	0.307318693586558	0.22342440040067	0.274787778311437	0.2392614746846	0.212610999315444
20160321-JWPre1-1.P1-F-1.01.33741	0.504934722694337	0.468175131589356	0.488748868232769	0.49220067357216	0.496052746793823	0.545685525580781	0.458531408327768	0.480159358762923	0.499742022437886	0.499967055597531	0.504193697765702	0.514992150379596	0.47875373796987	0.552179491991198	0.518608197025986	0.501293592103365	0.498824646423319	0.518468691153711	0.548501481836552	0.528787521454019	0.555356806630483	0.477615280516946	0	0.946203585053801	0.379510478877418	0.504062220370166	0.431995888735731	0.395320287620313	0.437983516806493	0.434648326614088	0.436727599796702	0.497211767640846	0.315696874049844	0.447964594192218	0.436570685196189	0.517337411274124	0.377909233768626	0.475580187144478	0.402077358878868	0.425052027098114	0.426899531988518	0.434309573417824	0.415929480621414	0.438517946802706	0.418826301502819	0.482286472890508	0.479405973480567	0.490726022083103	0.496613530812909	0.45756273482858	0.465552257499418	0.468573136660791	0.503268282778535	0.494596055813884	0.455298458451761	0.492579899787487	0.497973393242148	0.488683196108031	0.484873644708844	0.516135519599165	0.510400383848993	0.519371373830987	0.480791932056095	0.487802237957473	0.332866509974595	0.42084568458908	0.449278348396497	0.455130020768939	0.390457656976919	0.500452122369447	0.394811111341919	0.430271123530225	0.395793327497771	0.433995625463247	0.4619701747344	0.418907848293577	0.445841049745927	0.509102435433115	0.507340335032449	0.512292436366079	0.445791277293779	0.44705436502654	0.461245959297444	0.47479000477323	0.483713269610991	0.499781516685011	0.471512982743932	0.485315682424984	0.492037169970391	0.513247775972018	0.471549301534425	0.525662614515059	0.497375294351746	0.487283143241027	0.492774966631523	0.506829703098818
20160321-JWFH7-1.P1-F-10.01.33776	0.875220059978501	0.870927238278442	0.885066424632815	0.864074299916835	0.863955446850796	0.905667159493306	0.857230449322442	0.883110773723113	0.838700183358326	0.854189034257834	0.855334956890364	0.867338247638522	0.850342383873728	0.89595263346712	0.88682724914656	0.870766366398689	0.888918779677615	0.88770482409315	0.894145505919047	0.891465006478649	0.891327803624513	0.876140451549406	0.946203585053801	0	0.893197442108501	0.895006934355649	0.841711764190292	0.842901380014952	0.847335437192155	0.849126009763213	0.822537863583243	0.852143940954954	0.920218664581829	0.853774607659384	0.856001997624751	0.878201512478083	0.869837937755279	0.865364568827442	0.853737379660278	0.846668475876742	0.864537120737835	0.839254897336279	0.815489331475309	0.858546977095625	0.851264622261158	0.832355997109058	0.834053114958731	0.855474423548887	0.847099243888256	0.860676753110139	0.858496983278781	0.853090399643274	0.871332190279247	0.859460731665147	0.834447243943027	0.846153231058029	0.828161209153528	0.86834538118549	0.834792950135162	0.875093068068706	0.870262455447887	0.912689566360956	0.864444922202792	0.877026277138321	0.91486753047496	0.833528587334512	0.842223948062715	0.847138290870456	0.845692138747479	0.82852321810406	0.827371999412474	0.817873669669576	0.839796842355714	0.846999162665384	0.846181887302841	0.82384382207552	0.835975517680858	0.828024588936408	0.854785814158883	0.863972455050627	0.860649805595123	0.864857323209141	0.86150151194345	0.852099728545144	0.855607875808061	0.855539369558135	0.827146714691099	0.84205741510883	0.836498275954982	0.86603449201856	0.836743515982623	0.880484251998446	0.882796516098657	0.865185041533835	0.876571242495526	0.874168819858157
